id,createdTime,extraction_id,city,page_number,solution_name,climate_problem,category,subcategory,quote,context,solution_description,reasoning,confidence,technical_components,implementation_details,solution_type,source_file,extraction_date,matches_taxonomy,solution_quality_triage,has_tech_components,has_implementation,has_climate_link,solution_set,upsert_status,recategorize_to,original_cat,Last Updated Time,solution_key,file-page-quote,Created time,subcategory_link,category_link,taxonomy_mismatch_reason,solution_quality_notes,need_recat,solution_recat_notes,solution_type_manual,need_add_cat,solution_add_cat_notes
recadxxNtxYBRcXoF,2025-02-03T17:43:06.000Z,c1203063-52a0-47e0-b2ff-074ff7196d4f,Pune,52,Hakdarshak platform for welfare scheme access,Access to welfare schemes for vulnerable populations,Community Resilience,Community Resource Mapping,"Helps citizens discover, apply for and benefit from eligible government and private welfare schemes, thereby plugging the information gap about entitlements, using technology",Expand ‘Hakdarshak’s’ reach in Pune To connect citizens with their eligible welfare schemes using a tech platform and with door-step scheme application support,"The Hakdarshak platform uses technology to connect citizens with welfare schemes, facilitating access and application processes, thus enhancing community resilience by ensuring support reaches those in need.","The platform leverages technology to improve access to welfare schemes, supporting community resilience by ensuring vulnerable populations receive necessary support.",0.7,"tech platform
",Implemented with door-step scheme application support,Climate Adaptation and Resilience,pune-resilience-strategy.pdf,2025-02-02T23:26:35.101Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Community Resilience,2025-02-09T21:43:29.000Z,Source: pune-resilience-strategy.pdf + Page: 52+ solution: Hakdarshak platform for welfare scheme access,"pune-resilience-strategy.pdf-52-Helps citizens discover, apply for and benefit from eligible government and private welfare schemes, thereby plugging the information gap about entitlements, using technology",2025-02-03T17:43:06.000Z,"[""recPowvweSiYvhdrY""]","[""recsKvsr32KNM9vvq""]",,,,,,,
recafL3k0Pu1f97xW,2025-01-29T15:31:54.000Z,fda0d956-53e0-4fdf-b20e-5f8db8de533e,Warsaw,273,Traffic Flow Database Creation,Planning for efficient transport systems in response to climate impacts.,Adaptation Planning,Resource Management Platforms,This will enable the creation of traffic flow databases for use in later planning stages.,"The city, as the application's operator, will obtain anonymous information on residents' travel patterns, i.e., times, locations and means of transport chosen. This will enable the creation of traffic flow databases for use in later planning stages.",The creation of databases from collected travel pattern data to support future transport planning and adaptation efforts.,"The solution involves creating databases to support planning, which aids in adapting transport systems to climate impacts.",0.7,"creation of traffic flow databases
",The city will use travel pattern data to build databases for planning.,Climate Adaptation and Resilience,Warsaw_Zielona-Wizja-Warszawy-ENG.pdf,2025-01-28T23:20:45.878Z,Yes,pending,Yes,Yes,Yes,"[""rec6EZstJhKvqO24R""]",,,Adaptation Planning,2025-02-09T21:43:29.000Z,Source: Warsaw_Zielona-Wizja-Warszawy-ENG.pdf + Page: 273+ solution: Traffic Flow Database Creation,Warsaw_Zielona-Wizja-Warszawy-ENG.pdf-273-This will enable the creation of traffic flow databases for use in later planning stages.,2025-01-29T15:31:54.000Z,"[""rec6LKDe4b4ih8o89""]","[""reczirxn83VMd6Ynt""]",,,,,,,
recagfH8It5rgNEGR,2025-02-03T17:43:03.000Z,03233960-c518-4929-b83d-7ae401e9b8ba,Wellington,77,Dedicated Portable/Off-Grid Power Generation,Maintaining communication infrastructure during power outages,Infrastructure Adaptation,Resilient Telecommunications,dedicated portable / off‐grid Complete TRUE Future rescue/response/susten Communications Region‐wide Governance cell towers power generation (e.g. solar powered cell sites),Enable effective Dedicated back‐up power for Improved response capability policy: dedicated portable / off‐grid Complete TRUE Future rescue/response/susten Communications Region‐wide Governance cell towers power generation (e.g. solar powered cell sites),"The solution involves using solar-powered cell sites to ensure continuous operation of communication networks during power outages, enhancing resilience.","Solar-powered cell sites provide a renewable and resilient power source for communication infrastructure, crucial for maintaining connectivity during climate-related disruptions.",0.8,"solar powered cell sites
","Solar power provides an off-grid energy source for cell towers, ensuring they remain operational during grid failures.",Climate Adaptation and Resilience,Wellington-Lifelines-PBC-MAIN-Combined-20191009.pdf,2025-02-02T23:17:21.831Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Infrastructure Adaptation,2025-02-09T21:43:29.000Z,Source: Wellington-Lifelines-PBC-MAIN-Combined-20191009.pdf + Page: 77+ solution: Dedicated Portable/Off-Grid Power Generation,Wellington-Lifelines-PBC-MAIN-Combined-20191009.pdf-77-dedicated portable / off‐grid Complete TRUE Future rescue/response/susten Communications Region‐wide Governance cell towers power generation (e.g. solar powered cell sites),2025-02-03T17:43:03.000Z,"[""recgoWOsPlSRHtvnh""]","[""recW69WCUlbIveX6W""]",,,,,,,
recaheiz6m4h39nMQ,2025-02-03T17:43:14.000Z,f276982d-852d-45ba-a525-372d2436265e,Pittsburgh,55,Smart Transportation System,Improving transportation network resilience and efficiency,Infrastructure Adaptation,Smart Infrastructure,"Pittsburgh’s Smart Transportation Plan involves developing an open platform and corresponding governance structure to improve the safety, equity, and efficiency of our transportation network and its interaction with the energy and communications networks.","Pittsburgh is emerging as a leading center of innovation in autonomous vehicles, smart infrastructure, and other transportation technologies. Pittsburgh’s Smart Transportation Plan involves developing an open platform and corresponding governance structure to improve the safety, equity, and efficiency of our transportation network and its interaction with the energy and communications networks.","The Smart Transportation Plan aims to enhance the transportation network's safety, equity, and efficiency through smart infrastructure and an open platform that integrates with energy and communications networks.","The solution leverages smart infrastructure and an open platform to enhance transportation network resilience, integrating with energy and communications systems.",0.9,"smart infrastructure, open platform, communications networks
",The plan includes developing an open platform and governance structure to integrate transportation with energy and communications networks.,Climate Adaptation and Resilience,Pittsburgh-Resilience-Strategy-English.pdf,2025-02-02T23:48:47.370Z,No,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Infrastructure Adaptation,2025-02-09T21:43:29.000Z,Source: Pittsburgh-Resilience-Strategy-English.pdf + Page: 55+ solution: Smart Transportation System,"Pittsburgh-Resilience-Strategy-English.pdf-55-Pittsburgh’s Smart Transportation Plan involves developing an open platform and corresponding governance structure to improve the safety, equity, and efficiency of our transportation network and its interaction with the energy and communications networks.",2025-02-03T17:43:14.000Z,,"[""recW69WCUlbIveX6W""]",new subcategory,,,,,,
recahzxrTfI7HgZzH,2025-02-03T17:43:15.000Z,6e340c2c-f760-4443-ab69-5a8a46b7c5ea,Pittsburgh,57,Smart Garbage Bin Sensors,Inefficient waste collection leading to unnecessary emissions.,Community Resilience,Community Resource Mapping,State of the art garbage bin sensor technology will alert the City’s Department of Public Works when public garbage bins need to be emptied.,State of the art garbage bin sensor technology will alert the City’s Department of Public Works when public garbage bins need to be emptied.,"Sensors in garbage bins alert the Department of Public Works when bins need emptying, optimizing collection routes and reducing emissions.","The sensor technology optimizes waste collection, reducing emissions and improving operational efficiency.",0.9,"garbage bin sensor technology
",Sensors are used to monitor bin fill levels and alert the city for optimized waste collection.,Both Climate Adaptation and Climate Mitigation,Pittsburgh_Climate_Action_Plan_3.0.pdf,2025-02-02T23:51:53.343Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Community Resilience,2025-02-09T21:43:29.000Z,Source: Pittsburgh_Climate_Action_Plan_3.0.pdf + Page: 57+ solution: Smart Garbage Bin Sensors,Pittsburgh_Climate_Action_Plan_3.0.pdf-57-State of the art garbage bin sensor technology will alert the City’s Department of Public Works when public garbage bins need to be emptied.,2025-02-03T17:43:15.000Z,"[""recPowvweSiYvhdrY""]","[""recsKvsr32KNM9vvq""]",,,,,,,
recakRkEJSmyDjasR,2025-02-03T18:13:56.000Z,faab6c04-e5d1-4250-843e-1c0066d6c851,Vancouver,63,Multi-hazard and Risk Story Map,Lack of accessible information on multi-hazard climate risks for public awareness and preparation.,Hazard Monitoring,Vulnerability Mapping Software,This story map multi-hazard and risk story map.,"At present, the City does not have an accessible way of sharing multi-hazard information about the climate hazards by completing a public-facing climate hazards that would help communities understand risk and prepare for impacts. This story map multi-hazard and risk story map. was identified as an action in the Resilient Vancouver Strategy and will help improve public awareness of VEMA climate hazards.","A digital story map that provides public access to multi-hazard and risk information, helping communities understand and prepare for climate impacts.","The solution uses a digital story map to provide real-time, spatial data on climate hazards, enhancing public awareness and preparation capabilities.",0.7,"story map
",The story map will contain spatial data indicating inequitable distribution of risk across the city.,Climate Adaptation and Resilience,vancouver-climate-change-adaptation-strategy-2024-25.pdf,2025-02-03T01:46:02.982Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Hazard Monitoring,2025-02-09T21:43:29.000Z,Source: vancouver-climate-change-adaptation-strategy-2024-25.pdf + Page: 63+ solution: Multi-hazard and Risk Story Map,vancouver-climate-change-adaptation-strategy-2024-25.pdf-63-This story map multi-hazard and risk story map.,2025-02-03T18:13:56.000Z,"[""rec6tktRjSfvkzubD""]","[""recZlMwcic72dQQ2g""]",,,,,,,
recaoKJ2i6gWUzuk1,2025-02-03T17:43:29.000Z,f9c7603c-9800-408c-a82f-39ff1eef28b7,Los Angeles,83,Citywide Data Integration Systems,Supporting first responders and city departments in identifying urgent and high-need situations during climate-related events.,Emergency Management,Response Coordination Software,IMPLEMENT CITYWIDE DATA INTEGRATION SYSTEMS TO SUPPORT FIRST RESPONDERS,IMPLEMENT CITYWIDE DATA INTEGRATION SYSTEMS TO SUPPORT FIRST RESPONDERS AND CITY DEPARTMENTS IN IDENTIFYING THE MOST URGENT AND HIGHEST NEED SITUATIONS,"The solution involves implementing citywide data integration systems to enhance the ability of first responders and city departments to identify and prioritize urgent situations, likely improving response times and resource allocation during climate-related emergencies.","The solution uses data integration systems to enhance emergency response capabilities, which is a key aspect of climate adaptation and resilience.",0.8,"data integration systems
",N/A,Climate Adaptation and Resilience,Los-Angeles-Resilience-Strategy-English.pdf,2025-02-03T00:27:59.149Z,Yes,pending,Yes,No,Yes,"[""recWpb3QxnEiVqlJo""]",,,Emergency Management,2025-02-09T21:43:29.000Z,Source: Los-Angeles-Resilience-Strategy-English.pdf + Page: 83+ solution: Citywide Data Integration Systems,Los-Angeles-Resilience-Strategy-English.pdf-83-IMPLEMENT CITYWIDE DATA INTEGRATION SYSTEMS TO SUPPORT FIRST RESPONDERS,2025-02-03T17:43:29.000Z,"[""recicgB12oVLhp6hy""]","[""recz2FK1dAxPB2MvE""]",,,,,,,
recaskXzy4zXLZboj,2025-02-18T16:17:12.000Z,1d5d4063-ccd4-469f-8e34-895a8b0512e6,New York,131,Enhanced 311 Digital Service Platform,Improving access to city services and information during climate-related events or emergencies.,Community Resilience,Community Resource Mapping,The digital capabilities of 311 will continue to be enhanced to provide easier connections to services and information and to simplify customer engagement.,The digital capabilities of 311 will continue to be enhanced to provide easier connections to services and information and to simplify customer engagement. Customers will be able to create and manage their own accounts and relationship with the City and collaborate on content. They will also be able to unlock access to service requests and access data currently not available in the existing 311 system.,"A digital platform that enhances the 311 system to provide easier access to services and information, allowing users to create accounts, manage relationships with the city, and access previously unavailable data.","The enhanced 311 platform provides digital tools to improve community resilience by streamlining access to services and information, which is critical during climate-related disruptions.",0.8,"digital capabilities, access to service requests, access data
","The system will allow users to create accounts, manage relationships with the city, and access service requests and data.",Climate Adaptation,New-York-City-Resilience-Strategy-English.pdf,2025-02-15T11:59:12.726Z,Yes,pending,Yes,Yes,Yes,"[""recNS4CMKQouGcpfy""]",NEW,The Category is recategorize from Community Resilience to ,Community Resilience,2025-02-18T16:17:12.000Z,Source: New-York-City-Resilience-Strategy-English.pdf + Page: 131+ solution: Enhanced 311 Digital Service Platform,New-York-City-Resilience-Strategy-English.pdf-131-The digital capabilities of 311 will continue to be enhanced to provide easier connections to services and information and to simplify customer engagement.,2025-02-18T16:17:12.000Z,,,,,,,,,
recaspgkxS2fVMFPI,2025-02-03T18:14:09.000Z,dbaabb04-4465-4ddc-af3d-cb8b0a84eab7,Montréal,38,Smart Counters and Remote Control Systems,Aging municipal infrastructure vulnerable to hazards and breakdowns.,Infrastructure Adaptation,Smart Grid Management Systems,"Examples of recent innovations with the potential to optimize network performance, but also render networks more vulnerable, include the use of massive open-source data and smart counters, the implementation of remote control systems for infrastructures, and the advent of the Internet of Things and artificial intelligence.","Examples of recent innovations with the potential to optimize network performance, but also render networks more vulnerable, include the use of massive open-source data and smart counters, the implementation of remote control systems for infrastructures, and the advent of the Internet of Things and artificial intelligence.","The solution involves using smart counters and remote control systems to optimize infrastructure network performance. The integration of IoT and AI enhances monitoring and control capabilities, potentially improving resilience against climate-related disruptions.","The solution leverages modern technologies such as IoT and AI to enhance infrastructure resilience, which aligns with climate adaptation and resilience goals.",1,"massive open-source data, smart counters, remote control systems, Internet of Things, artificial intelligence
",N/A,Climate Adaptation and Resilience,Montreal-Resilience-Strategy-English.pdf,2025-02-03T02:29:32.393Z,Yes,pending,Yes,No,Yes,"[""recWpb3QxnEiVqlJo""]",,,Infrastructure Adaptation,2025-02-09T21:43:29.000Z,Source: Montreal-Resilience-Strategy-English.pdf + Page: 38+ solution: Smart Counters and Remote Control Systems,"Montreal-Resilience-Strategy-English.pdf-38-Examples of recent innovations with the potential to optimize network performance, but also render networks more vulnerable, include the use of massive open-source data and smart counters, the implementation of remote control systems for infrastructures, and the advent of the Internet of Things and artificial intelligence.",2025-02-03T18:14:09.000Z,"[""recwWw58VRFlgZXN3""]","[""recW69WCUlbIveX6W""]",,,,,,,
recax0FPcN7fkZDhV,2025-02-03T18:13:52.000Z,cc2e1fb8-5e69-4a82-a1f8-c3699bcf51dc,Phoenix,191,Energy Management Program,Reducing energy use and cost at city-owned facilities.,Infrastructure Adaptation,Building Energy Management Systems,An energy management program (EMP) is developed for each city All Departments Short Term building or process to support conservation and energy efficiency.,Use Energy Management Plans to identify opportunities to reduce SES1.5 energy use and cost at city-owned facilities. An energy management program (EMP) is developed for each city All Departments Short Term building or process to support conservation and energy efficiency.,The Energy Management Program (EMP) is designed to support conservation and energy efficiency in city buildings and processes.,"The EMP uses digital systems to manage energy use, supporting conservation and efficiency, which aligns with climate mitigation goals.",0.8,"energy management program
",Developed for each city building or process.,Climate Mitigation,Phoenix-2021ClimateActionPlanEnglish.pdf,2025-02-03T01:25:28.644Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Infrastructure Adaptation,2025-02-09T21:43:29.000Z,Source: Phoenix-2021ClimateActionPlanEnglish.pdf + Page: 191+ solution: Energy Management Program,Phoenix-2021ClimateActionPlanEnglish.pdf-191-An energy management program (EMP) is developed for each city All Departments Short Term building or process to support conservation and energy efficiency.,2025-02-03T18:13:52.000Z,"[""rec6jar28vdxQjSfU""]","[""recW69WCUlbIveX6W""]",,,,,,,
recayqId4OHtYmdLw,2025-02-03T17:42:52.000Z,f6fbb3a0-a2ae-4f38-862d-2667fa5716b1,Melbourne,55,Smart Meters in Buildings,Monitoring and optimizing energy use in buildings to enhance energy efficiency and reduce emissions.,Infrastructure Adaptation,Smart Grid Management Systems,The installation of smart meters in buildings across the city,"The installation of smart meters in buildings across the city, and technological advances in building intelligence systems provide the foundation for using technology to enable a smarter city.","Smart meters are installed in buildings to provide real-time data on energy consumption, enabling better energy management and efficiency.","Smart meters provide real-time data for energy management, which helps in both adapting to energy demands and mitigating emissions.",0.9,"smart meters
",Installed across the city in various buildings.,Both Climate Adaptation and Climate Mitigation,climate-change-mitigation-strategy-2050.pdf,2025-02-02T22:45:10.517Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Infrastructure Adaptation,2025-02-09T21:43:29.000Z,Source: climate-change-mitigation-strategy-2050.pdf + Page: 55+ solution: Smart Meters in Buildings,climate-change-mitigation-strategy-2050.pdf-55-The installation of smart meters in buildings across the city,2025-02-03T17:42:52.000Z,"[""recwWw58VRFlgZXN3""]","[""recW69WCUlbIveX6W""]",,,,,,,
recazFGVRyDQXAxBN,2025-02-03T17:43:27.000Z,48c3370a-8d6e-488e-be19-b0d0218fbeb7,Los Angeles,46,Autocase Data Analysis,"Need for comprehensive analysis of infrastructure projects considering financial, social, and environmental factors",Adaptation Planning,Cost-Benefit Analysis Tools,Autocase uses data from site capital planning across multiple agencies.,"Autocase uses data from site capital planning across multiple agencies. infrastructure and and analyze interdependencies with other capital improvement financing and aims to expand the available data sets design to provide financial, social, and funding, including coordination of grants, A coordinated, long-term vision is needed systems.","Autocase is a tool that uses data to analyze interdependencies in capital planning, providing insights into financial, social, and environmental returns.","Autocase leverages data analysis to support infrastructure planning, addressing climate adaptation by evaluating multiple factors.",0.7,"Autocase
",The tool is used for site capital planning across multiple agencies.,Climate Adaptation and Resilience,Los-Angeles-Resilience-Strategy-English.pdf,2025-02-03T00:23:23.466Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Adaptation Planning,2025-02-09T21:43:29.000Z,Source: Los-Angeles-Resilience-Strategy-English.pdf + Page: 46+ solution: Autocase Data Analysis,Los-Angeles-Resilience-Strategy-English.pdf-46-Autocase uses data from site capital planning across multiple agencies.,2025-02-03T17:43:27.000Z,"[""reczJNIOBxv8UfHAT""]","[""reczirxn83VMd6Ynt""]",,,,,,,
recb1G9pisJEkT2Ez,2025-02-03T17:43:31.000Z,2ce74511-5dfe-44a2-bd24-fc77cfa915a0,Calgary,95,Land Inventory Data Application (LInDA) for Natural Infrastructure,Integration of natural infrastructure into city processes for better management and resilience.,Data Integration Platforms,Open Data Sharing Platforms,We will create a place in our Land Inventory Data Application (LInDA) for Calgary natural infrastructure to be identified and enable an environment to integrate natural assets into financial administration support and reporting activities over the long-term.,We will create a place in our Land Inventory Data Application (LInDA) for Calgary natural infrastructure to be identified and enable an environment to integrate natural assets into financial administration support and reporting activities over the long-term.,"The Land Inventory Data Application (LInDA) is used to identify and integrate natural infrastructure into financial administration and reporting, supporting long-term management and resilience.","The solution involves a digital application (LInDA) to manage and integrate natural infrastructure data, supporting adaptation and resilience efforts.",0.7,"Land Inventory Data Application (LInDA)
",The application will be used to identify natural infrastructure and integrate it into financial administration and reporting activities.,Climate Adaptation and Resilience,resiliencestrategybooklet.pdf,2025-02-03T00:33:18.431Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Data Integration Platforms,2025-02-09T21:43:29.000Z,Source: resiliencestrategybooklet.pdf + Page: 95+ solution: Land Inventory Data Application (LInDA) for Natural Infrastructure,resiliencestrategybooklet.pdf-95-We will create a place in our Land Inventory Data Application (LInDA) for Calgary natural infrastructure to be identified and enable an environment to integrate natural assets into financial administration support and reporting activities over the long-term.,2025-02-03T17:43:31.000Z,"[""rech1ekNYeTNTpPeF""]","[""recbct4wUzEIwCsjH""]",,,,,,,
recb2lGC9c7vg1AnO,2025-02-03T17:43:16.000Z,f7b3bd8c-a386-450c-8ce1-046ddd11acd9,Toronto,115,Low-Carbon Thermal Energy Networks,Need for climate resilience and reduction of carbon emissions in urban areas.,Infrastructure Adaptation,Smart Water Distribution Networks,Low-carbon thermal energy networks – such as Toronto’s deep lake water cooling system – are important in making the city more resilient to climate change and decreasing carbon emissions.,Low-carbon thermal energy networks – such as Toronto’s deep lake water cooling system – are important in making the city more resilient to climate change and decreasing carbon emissions.,"A thermal energy network or district energy system distributes energy for heating or cooling to multiple buildings at the block or neighbourhood scale, enhancing climate resilience and reducing carbon emissions.","The solution involves a modern energy distribution system that enhances climate resilience and reduces emissions, integrating smart infrastructure components.",0.8,"thermal energy network, district energy system
",The system distributes energy for heating or cooling to multiple buildings at the block or neighbourhood scale.,Both Climate Adaptation and Climate Mitigation,toronto-resilience-strategy.pdf,2025-02-02T23:56:47.550Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Infrastructure Adaptation,2025-02-09T21:43:29.000Z,Source: toronto-resilience-strategy.pdf + Page: 115+ solution: Low-Carbon Thermal Energy Networks,toronto-resilience-strategy.pdf-115-Low-carbon thermal energy networks – such as Toronto’s deep lake water cooling system – are important in making the city more resilient to climate change and decreasing carbon emissions.,2025-02-03T17:43:16.000Z,"[""reci5KQXDB9XZZCSw""]","[""recW69WCUlbIveX6W""]",,,,,,,
recb59KzwcD0p8L3J,2025-02-03T18:14:16.000Z,e4394456-944b-460b-844d-daa4a413dbee,Austin,105,Internet-connected smart charging,Need for efficient and accessible electric vehicle charging infrastructure,Infrastructure Adaptation,Smart Grid Management Systems,Incentivize internet-connected smart charging,TE.G2-S2: Incentivize internet-connected smart charging,"The solution involves incentivizing the use of smart charging stations that are connected to the internet, allowing for optimized charging processes and better integration with the grid.","The solution uses internet connectivity to optimize electric vehicle charging, which supports both adaptation by enhancing infrastructure resilience and mitigation by promoting electric vehicle use.",1,"internet-connected smart charging
",Incentives to promote the adoption of smart charging infrastructure,Both Climate Adaptation and Climate Mitigation,Climate Equity Plan Full Document__FINAL.pdf,2025-02-03T02:47:24.655Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Infrastructure Adaptation,2025-02-09T21:43:29.000Z,Source: Climate Equity Plan Full Document__FINAL.pdf + Page: 105+ solution: Internet-connected smart charging,Climate Equity Plan Full Document__FINAL.pdf-105-Incentivize internet-connected smart charging,2025-02-03T18:14:16.000Z,"[""recwWw58VRFlgZXN3""]","[""recW69WCUlbIveX6W""]",,,,,,,
recb5JDkQVBzkrwOb,2025-02-03T17:43:10.000Z,817aba1a-0810-4a93-87b3-bc91f0c4e65d,Auckland,114,Smart Technologies for Energy Demand Management,High peak energy usage,Infrastructure Adaptation,Smart Grid Management Systems,use and support smart technologies to decrease peak energy usage,use and support smart technologies to decrease peak energy usage and investigate incentives to change behaviours,"The solution involves using smart technologies to manage and reduce peak energy usage, potentially through automated systems and real-time data processing.","The use of smart technologies suggests digital systems that can optimize energy usage, which is relevant for both adaptation (resilience to energy demand spikes) and mitigation (reducing energy consumption).",0.8,"smart technologies
",N/A,Both Climate Adaptation and Climate Mitigation,auckland-climate-plan.pdf,2025-02-02T23:38:28.556Z,Yes,pending,Yes,No,Yes,"[""recWpb3QxnEiVqlJo""]",,,Infrastructure Adaptation,2025-02-09T21:43:29.000Z,Source: auckland-climate-plan.pdf + Page: 114+ solution: Smart Technologies for Energy Demand Management,auckland-climate-plan.pdf-114-use and support smart technologies to decrease peak energy usage,2025-02-03T17:43:10.000Z,"[""recwWw58VRFlgZXN3""]","[""recW69WCUlbIveX6W""]",,,,,,,
recb8OHdgskkYMQdt,2025-02-03T18:13:58.000Z,8cf53e65-64ad-4a6a-9290-727752341d9d,Miami,14,Stormwater Master Plan (SWMP) Modeling,Flooding and stormwater management,Water Resilience,Drainage Management Systems,develops state of the art models and recommends improvements,"The plan is important because it gathers essential information relevant to the storm drainage system, defines essential functional limitations of the system, identifies system deficiencies, develops state of the art models and recommends improvements and produces important information to develop a 20-year capital improvement program.","The Stormwater Master Plan (SWMP) uses state-of-the-art modeling to identify deficiencies in the storm drainage system and recommend improvements, aiding in flood mitigation and resilience planning.","The use of 'state of the art models' indicates advanced modeling techniques, likely involving digital simulations or analytics, which are central to identifying and addressing stormwater system deficiencies.",0.8,"state of the art models
","The SWMP process involves data collection, evaluation, and modeling to guide long-term improvements to the storm drainage system.",Climate Adaptation and Resilience,miami-forever-climate-ready-2020-strategy.pdf,2025-02-03T01:50:54.417Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Water Resilience,2025-02-09T21:43:29.000Z,Source: miami-forever-climate-ready-2020-strategy.pdf + Page: 14+ solution: Stormwater Master Plan (SWMP) Modeling,miami-forever-climate-ready-2020-strategy.pdf-14-develops state of the art models and recommends improvements,2025-02-03T18:13:58.000Z,"[""recWXFdTucdpUHVMX""]","[""recxG8gMU2ifwGwIX""]",,,,,,,
recb8R3FbFip1J5Sn,2025-02-18T16:18:23.000Z,34df5a2d-fce2-4944-9681-f8ad79772f07,Warsaw,166,Biogas Energy Production,Reducing greenhouse gas emissions and utilizing renewable energy sources.,Infrastructure Adaptation,Smart Grid Management Systems,% of energy produced from biogas,"• % of energy produced from biogas, • number of new technologies for the use (recovery) of wastewater heat, • % of the use of treated wastewater as a heat source for heat pumps","The solution involves producing energy from biogas generated at sewage treatment plants, reducing reliance on fossil fuels.","Biogas energy production integrates renewable energy into operations, reducing emissions and enhancing resilience.",0.7,"biogas
","Energy will be produced from biogas as part of sewage treatment operations, subject to feasibility assessments.",Both Climate Adaptation and Mitigation,Warsaw_Zielona-Wizja-Warszawy-ENG.pdf,2025-02-15T14:32:59.529Z,Yes,pending,Yes,Yes,Yes,"[""recNS4CMKQouGcpfy""]",NEW,The Category is recategorize from Infrastructure Adaptation to ,Infrastructure Adaptation,2025-02-18T16:18:23.000Z,Source: Warsaw_Zielona-Wizja-Warszawy-ENG.pdf + Page: 166+ solution: Biogas Energy Production,Warsaw_Zielona-Wizja-Warszawy-ENG.pdf-166-% of energy produced from biogas,2025-02-18T16:18:23.000Z,,,,,,,,,
recbAzv8a0RH95SZJ,2025-02-03T17:43:27.000Z,7826d1ee-5331-439f-b273-3f0045e8ccf2,Los Angeles,46,Cost-Benefit Analysis Tools,Evaluating the economic impacts of climate adaptation projects,Adaptation Planning,Cost-Benefit Analysis Tools,"The City is using a cost-benefit software comprehensive, facilitated process.","The City is using a cost-benefit software comprehensive, facilitated process.","Cost-benefit analysis software is used to evaluate the economic impacts of climate adaptation projects, helping to maximize benefits and minimize costs.","The solution involves digital software for cost-benefit analysis, aiding in economic evaluation of climate adaptation projects.",0.8,"cost-benefit software
","The software is used in a comprehensive, facilitated process to support decision-making.",Climate Adaptation and Resilience,Los-Angeles-Resilience-Strategy-English.pdf,2025-02-03T00:23:16.621Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Adaptation Planning,2025-02-09T21:43:29.000Z,Source: Los-Angeles-Resilience-Strategy-English.pdf + Page: 46+ solution: Cost-Benefit Analysis Tools,"Los-Angeles-Resilience-Strategy-English.pdf-46-The City is using a cost-benefit software comprehensive, facilitated process.",2025-02-03T17:43:27.000Z,"[""reczJNIOBxv8UfHAT""]","[""reczirxn83VMd6Ynt""]",,,,,,,
recbDkbiNk3Jx3Y0U,2025-02-03T18:13:47.000Z,64d6992a-88e7-4b9d-9efb-90290cb72e31,Honolulu,42,Micromobility Network Implementation,Reduce personal vehicle use and improve transit access to reduce greenhouse gas emissions.,Infrastructure Adaptation,Smart Transportation Systems,"Convene a New Mobility Working Group to implement a network of clean and sustainable After only six months in operation, Biki micromobility options such as e-scooters, bike share, car share, and other dockless technologies.","The City will: O‘ahu Residents Want to Bike • Convene a New Mobility Working Group to implement a network of clean and sustainable After only six months in operation, Biki micromobility options such as e-scooters, bike share, car share, and other dockless technologies.","Implementation of a micromobility network using e-scooters, bike share, car share, and dockless technologies to provide sustainable transportation options.","The solution uses modern transportation technologies to reduce reliance on personal vehicles, thereby reducing emissions and adapting urban infrastructure for climate resilience.",0.8,"e-scooters, bike share, car share, dockless technologies
",Convene a New Mobility Working Group to implement the network.,Both Climate Adaptation and Climate Mitigation,Ola_Oahu_Resilience_Strategy.pdf,2025-02-03T01:09:25.950Z,No,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Infrastructure Adaptation,2025-02-09T21:43:29.000Z,Source: Ola_Oahu_Resilience_Strategy.pdf + Page: 42+ solution: Micromobility Network Implementation,"Ola_Oahu_Resilience_Strategy.pdf-42-Convene a New Mobility Working Group to implement a network of clean and sustainable After only six months in operation, Biki micromobility options such as e-scooters, bike share, car share, and other dockless technologies.",2025-02-03T18:13:47.000Z,,"[""recW69WCUlbIveX6W""]",new subcategory,,,,,,
