id,createdTime,Subcategory Name,Created Date,Status,Parent Category,Taxonomy Version,Last Updated,Solutions
recGYbMY6ToCNmsUA,2025-01-28T07:45:31.000Z,Crowd-Sourced Hazard Reporting Systems,2025-01-28,Active,"[""recZlMwcic72dQQ2g""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recYcnP9jYHOVHbFF"",""recv3mFstdezLYVpL"",""recR4T5fl0HibiTxf"",""reci29EUQUphxHH15"",""receqoLZgUYORxGOM"",""recK93w9IMTgwpObL"",""recstZkXxJaZM1iqx"",""recesjszqc4lLcwsP"",""recOUm2V7xUhiFSQ9""]"
recGlUF75ofuem5HA,2025-01-28T07:45:42.000Z,Water Conservation Tools,2025-01-28,Active,"[""recxG8gMU2ifwGwIX""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recP9OOnO58WC0ytq""]"
recGpzdmqDuDJVSUN,2025-01-28T07:45:34.000Z,Wind-Resistant Building Systems,2025-01-28,Active,"[""recW69WCUlbIveX6W""]",V_01-28-2025-00-00-00,2025-01-28T07:45:34.000Z,
recGqRL3n4WP15LON,2025-01-28T07:45:54.000Z,Insurance Technology Solutions,2025-01-28,Active,"[""recsKvsr32KNM9vvq""]",V_01-28-2025-00-00-00,2025-01-28T07:45:54.000Z,
recH8j6rL3KgSacGV,2025-01-28T07:45:35.000Z,Community Notification Platforms,2025-01-28,Active,"[""recz2FK1dAxPB2MvE""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recG2lwH7yoJnuK8x"",""recXr2TgG47VcK3Jn"",""recZwnYyW3OP9LQcL"",""rechOFWCJaCmzEOKL"",""reccCbDbCMcu9bjJk"",""recRmtpM5KglPPTs3"",""recexw7PIJoklMViq"",""recKG5Etj7tb8CHb7"",""recHZAE5W9q3iOZsA"",""recYD5Y1jjx4TuxX7"",""rec6CdalmxShOQoWi"",""recdUJvYc9hEkbtx5"",""reck4UAdDuTBNxwZ4"",""recYmjBmGv4EU7S8c"",""recWvf749LbbVLhUq"",""rec5BT9dn1C4ENApU""]"
recHCkYpE2DkrvIsR,2025-01-28T07:45:43.000Z,Water Reuse Solutions,2025-01-28,Active,"[""recxG8gMU2ifwGwIX""]",V_01-28-2025-00-00-00,2025-01-28T07:45:43.000Z,
recHXYokf5bUwDB2s,2025-01-28T07:45:50.000Z,Food Storage Management,2025-01-28,Active,"[""reczWby8ynKcMq1CD""]",V_01-28-2025-00-00-00,2025-01-28T07:45:50.000Z,
recHY7s0g0T5ebwB5,2025-01-28T07:45:28.000Z,Weather Monitoring Stations,2025-01-28,Active,"[""recZlMwcic72dQQ2g""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""rec48iiEPRjEkfdK5"",""recy0k7ffoSNvm201"",""recR5WMcA7AXjPfnD""]"
recHeZGpmci0idkGm,2025-01-28T07:45:32.000Z,Water Storage Facilities,2025-01-28,Active,"[""recW69WCUlbIveX6W""]",V_01-28-2025-00-00-00,2025-01-28T07:45:32.000Z,
recIDzn0k9xfuEbyf,2025-01-28T07:45:32.000Z,Flood-Proof Construction Techniques,2025-01-28,Active,"[""recW69WCUlbIveX6W""]",V_01-28-2025-00-00-00,2025-01-28T07:45:32.000Z,
recIdHXdodV9oKdur,2025-01-28T07:45:47.000Z,Mobile Health Units,2025-01-28,Active,"[""rechqr3Zono6Xqmcq""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recWweJJ4OXZS66T9""]"
recIn08QjtUy8BOFE,2025-01-28T07:45:30.000Z,Earthquake Early Warning Systems,2025-01-28,Active,"[""recZlMwcic72dQQ2g""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""reckvvRQ445j9DMzN"",""recqvr0Vix8mT47Ju"",""rec3zEhhxPryMjoeZ"",""rec9ic6nS8Mmcvkxf"",""recbeB7OjV3mvCuJ8"",""recQCsovc5TS7eID6"",""recsBWXcgJN1ZvdKz"",""recv3S4EvU4ebcHwE"",""reczhpMSCbnbyy8Xz"",""recmwYUwk7gQRCyvm"",""rec0gXW9wJEcoWygK"",""recexaTsOL7HmPr8G"",""recf9iMJWsRnJxZu7"",""recv2IweSgsXp3LaJ"",""reczqxYBx9INZuAuy"",""recLYGPW2L5ugezFk"",""recqL6V7urpRzKDno"",""reccD5em7fzACOtw1"",""recmko4pNnLKullTV"",""rectSDjk0QHMO2fkD"",""reczlbfizlhga70pq"",""recDYu5kEGuGFijW9"",""recPt8ks8X9ZQEy2Y""]"
recJdVAc7xQeknnYW,2025-01-28T07:45:50.000Z,Local Food System Platforms,2025-01-28,Active,"[""reczWby8ynKcMq1CD""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recqkZhvK0PaSjVBp"",""rec0XW6cYOEvQt9S8"",""reccqJT16SAoKbYdz"",""recMDegHamug284bW""]"
recJsZSRJ8IbzDjnt,2025-01-28T07:45:55.000Z,Vulnerability Analysis Tools,2025-01-28,Active,"[""reczirxn83VMd6Ynt""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recc87A4F2mPjBVaa"",""recX1l4iY8jDtfRRE"",""rec2FTh4cRs4YfvGx"",""rec0JWEmmjjzsA7y5"",""recf7VMVXZScjeCjk"",""recpMSbekjZKA9wgL"",""recSMTvpNJ9tGQjgw"",""recAQmDoWkVfGtdCB"",""recC0rLIm5oGNea8A"",""rec5c46E2rwiLqK8c"",""recdqJn21LP7ZFTXJ"",""recUAiBU0fR1CoiDx"",""recfY2fPoBETPZmF1"",""recADFKDK5cVKILDD"",""recVqSHzJB5pRaV0i"",""recR69SijAEX0W6wc"",""recTBCuwF9NPAFEvt"",""recrwLKFUMN680gPa"",""rec3atrLQt1wPeXa3"",""recS221ORkmNdxvvc"",""recMAR9SpZfBGRZsg"",""recVKb47PNbC7Plnm"",""rec4NBGpMcyOJoybW"",""recQKZaPehgtnjAvX"",""reclfs15ZiaTPf2JY"",""recMFLMvIOHMjXtRp""]"
recK2moMsZTXfYuIH,2025-01-28T07:46:00.000Z,Asset Protection Planning,2025-01-28,Active,"[""recL0YYzJkzLRAX9A""]",V_01-28-2025-00-00-00,2025-01-28T07:46:00.000Z,
recKYzBe89ixYJmjR,2025-01-28T07:45:48.000Z,Emergency Medical Dispatch,2025-01-28,Active,"[""rechqr3Zono6Xqmcq""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recmTOm1djQxfXFIE""]"
recKczRnmiF3VgIYY,2025-01-28T07:45:44.000Z,Saltwater Intrusion Tracking,2025-01-28,Active,"[""recxG8gMU2ifwGwIX""]",V_01-28-2025-00-00-00,2025-01-28T07:45:44.000Z,
recKvW3aywaNBbDG9,2025-01-28T07:45:55.000Z,Community Education Platforms,2025-01-28,Active,"[""recsKvsr32KNM9vvq""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recwwiXJSk4OjKfun"",""recUJ3jkZs5QYx80j"",""recndKfbgcqbpF0HW"",""rec5ix7iJQPMUs2tI"",""recNnj3CRu0A3rhjP"",""recxdTJTajcEEr2p5"",""rec3lvGnMM98Fpsp7"",""rect6397i0YHvexTM"",""recT9980gBDRX7Aj0"",""reciaeOBmsIp20I0B"",""recq27eVt9mRMy8oK"",""recBtYieFqNqzU3iX"",""recwIQDlUB8d5JTpA"",""recyPA11YkkOMEZst"",""recgniXZ3TZy8XoGm""]"
recLwgpbTck6uA01Q,2025-01-28T07:45:58.000Z,Stakeholder Engagement Tools,2025-01-28,Active,"[""reczirxn83VMd6Ynt""]",V_01-28-2025-00-00-00,2025-01-28T07:45:58.000Z,
recM1IiGYzTIadogq,2025-01-28T07:45:43.000Z,Groundwater Management Platforms,2025-01-28,Active,"[""recxG8gMU2ifwGwIX""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""rec7EQizW786PEtig"",""recfMfDAFC9TJnXIx"",""recTznN4QlbNWWK0F"",""recfr87tAdpTHS48N""]"
recMaDWc8Tltlq7T2,2025-01-28T07:46:01.000Z,Value Chain Resilience,2025-01-28,Active,"[""recL0YYzJkzLRAX9A""]",V_01-28-2025-00-00-00,2025-01-28T07:46:01.000Z,
recMeKoCMNltyqcRv,2025-01-28T07:45:57.000Z,Adaptation Tracking Platforms,2025-01-28,Active,"[""reczirxn83VMd6Ynt""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recKbThzjl8gOy3Ck"",""recjOyNRGfwMegyRT"",""recVLGt26MLJUIrub"",""recEQxT3GSquiGgbw"",""recY5o4qXew3TP4YC"",""reccrDjmoAztner4c"",""receROHEhJdaYTkTQ"",""recWp9NFzpDhpZsI7"",""rec3gWukYyAGe4tJE"",""rech8M2ihVtMsSBzM"",""recmoriLQb0qiVEsq""]"
recMxASM61CAWebMx,2025-01-28T07:45:29.000Z,Predictive Modeling Systems,2025-01-28,Active,"[""recZlMwcic72dQQ2g""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recrShYdqkN0w7WKY"",""recg4ZVifrRId1JN9"",""recds434WEC2OzB9r"",""recJaxsoOrcWHKrZy"",""recPgSUp0wSkxwn68"",""recBHIruYtoyRVfEK"",""rec8ndh98COqlvd2V"",""rechCs0cr1WVlBoHf"",""recx47OQVpOXxupgJ"",""recnoCycrp6gA50Fu"",""rec9NTx3J0Le1kWwj"",""recr19Mm3d5q9AYzI"",""reccifceWVuBxj1BU"",""recsFB83p2vOKl5wm"",""recFMkRmpVHq95LNl"",""recyh68oYg2btj0zX""]"
recNCJPQTWGlhyeSd,2025-01-28T07:45:53.000Z,Economic Impact Monitoring,2025-01-28,Active,"[""recsKvsr32KNM9vvq""]",V_01-28-2025-00-00-00,2025-01-28T07:45:53.000Z,
recNN9gH4iajXwIOW,2025-01-28T07:45:48.000Z,Health Facility Resilience,2025-01-28,Active,"[""rechqr3Zono6Xqmcq""]",V_01-28-2025-00-00-00,2025-01-28T07:45:48.000Z,
recNOHBBQVSRx1xpi,2025-01-28T07:45:28.000Z,Heat Wave Early Warning,2025-01-28,Active,"[""recZlMwcic72dQQ2g""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recKGnkncQaKiaASR""]"
recNwvlDQ6GWxTVVa,2025-01-28T07:45:47.000Z,Emergency Medical Systems,2025-01-28,Active,"[""rechqr3Zono6Xqmcq""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recZIBZCnT0a0qiQp""]"
recODqaRUgJkgHfNq,2025-01-28T07:46:01.000Z,Economic Recovery Planning,2025-01-28,Active,"[""recL0YYzJkzLRAX9A""]",V_01-28-2025-00-00-00,2025-01-28T07:46:01.000Z,
recOo9ofetPWICGxB,2025-01-28T07:45:39.000Z,Erosion Tracking Systems,2025-01-28,Active,"[""reciGjhvWmulaMj4S""]",V_01-28-2025-00-00-00,2025-01-28T07:45:39.000Z,
recOz1kN8p85lXBrU,2025-01-28T07:45:55.000Z,Neighborhood Support Networks,2025-01-28,Active,"[""recsKvsr32KNM9vvq""]",V_01-28-2025-00-00-00,2025-01-28T07:45:55.000Z,
recPBMxFQu0UI7uVd,2025-01-28T07:45:53.000Z,Emergency Shelter Management,2025-01-28,Active,"[""recsKvsr32KNM9vvq""]",V_01-28-2025-00-00-00,2025-01-28T07:45:53.000Z,
recPIhqiBtTKuqDFM,2025-01-28T07:45:32.000Z,Storm-Resistant Design Systems,2025-01-28,Active,"[""recW69WCUlbIveX6W""]",V_01-28-2025-00-00-00,2025-01-28T07:45:32.000Z,
recPLP7zvcNKK4QLk,2025-01-28T07:45:38.000Z,Emergency Service Routing,2025-01-28,Active,"[""recz2FK1dAxPB2MvE""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recQ7SYbxGY6TT7zY"",""recYuaoGZlBVeojZy"",""rec7mB9ss7t9IN60p"",""rec9cP46jnaeaRBt1"",""recxULcYNOjkHmnJj""]"
recPgqH9p6xMkrmct,2025-01-28T07:45:34.000Z,Permeable Pavement Solutions,2025-01-28,Active,"[""recW69WCUlbIveX6W""]",V_01-28-2025-00-00-00,2025-01-28T07:45:34.000Z,
recPlU0Cl9iEsruLU,2025-01-28T07:45:36.000Z,Evacuation Planning Tools,2025-01-28,Active,"[""recz2FK1dAxPB2MvE""]",V_01-28-2025-00-00-00,2025-01-28T07:45:36.000Z,
recPowvweSiYvhdrY,2025-01-28T07:45:52.000Z,Community Resource Mapping,2025-01-28,Active,"[""recsKvsr32KNM9vvq""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""receLd4fWM8wOGlGJ"",""rectSW2V7Z8gO6u2z"",""recoyMu7eZ17umbm9"",""rec61vd39xtLGAv4w"",""recY7OQOmAzwaG3aK"",""recdPkpr2n713yloQ"",""recoSkgeJqddGH4AT"",""recx2fpyBbXp9z18K"",""recMPtU4CydDJIgnt"",""rect3zLdPhHnsrwIc"",""rec3oSHGxxQtPmXcD"",""recMTULTkNpEJe0Sz"",""recsB2zpaovOTNFTm"",""recX6RBTqMgASnfyK"",""recZ1PRx3vF0HHGQV"",""recGVHB6nHN8jTCaP"",""recM21wSsKWi5Ue7s"",""recpOOVMQq2I5GRkG"",""rec4zeLklufi4KmLW"",""rec18q0eY3RZGRV6H"",""recbp7pXZfKWFgRUq"",""rec5LF77vCGe3M9Kw"",""recfBSG6EKtfTk8sA"",""rec7tvljMKAudpNVs"",""rechUbNpuu4hEiGmX"",""recl5xHLo1bEF4l7K"",""recQkIybTjoamQA6g"",""rectbEcXex9ACVACJ"",""rec8kh5fYdWWr0PrU"",""recHYQjDPYiujPO5e"",""recMtBYvZYj4jRFiE"",""rec2ymF9Ejls1rgYv"",""rec4cchVLqTTxQkC5"",""recRXPuQcb2ktuqKO"",""recnLibfZIwVbuXiK"",""rec5Xyguj0VFclP9L"",""recBTxuLdIwJm1K6i"",""recwYhRTieLggZqLs"",""recrhPo8H272MH0cS"",""recN7hbtq9pyAxyPy"",""rec212SMGcVtLmF9R"",""recjg1XjCQqwmhK3r"",""recGYH07yn0ms5HY6"",""recN1RTEJQQsiMJNy"",""recSR3iQptfMKU6PA"",""rec5EJDSI60hD0MSC"",""reciMbGB2UHlwAIkM"",""reciOzEfnDCqrGkuK"",""recBBDTiXV6pmtkfA"",""recmXpVUjAjBGB3Rn"",""recrTFfUAnERwhHuj"",""recK5ZMDYaBySOnpS"",""recU0a3bQNmYiIrWd"",""recdvcLZkdFOukkGD"",""rec2uWQohCadZbP3I"",""rectcE8voINlAyych"",""rec8ral5MvtGNXwW0"",""recWAC4O9jDAQETiV"",""recXWSxooVtAbMIOI"",""reclS1GaNcTohacnz"",""recu07ffHE5hMI15y"",""recg54uxqZxNY5Jvu"",""recMUPVjPRboSff4F"",""recMZaxrznqMmAAmU"",""recQannKYZDsDCzsy"",""rec91HM2AHBUDQx3K"",""reca4W3bfxsIGTWGg"",""recCwx1hiPlJknY1S"",""recEBuPoaqGXTlEHf"",""recjUQ9IyMYCSElmi"",""recSnG6b03pOYXtTr"",""recrzbgLLzmd0KRS5"",""recahzxrTfI7HgZzH"",""recvfwcXYoO8fHJXT"",""recxPNl3Rw8fEhmys"",""rec8v9SRT28KbQTwi"",""recz7IHIm1n9ZQZMk"",""recFu0IxPfnQA8kDa"",""recKAzGcK78i7JkvS"",""rec63C0Yuh4SYN6Nr"",""recOlsHQTFdrO03OD"",""recnaMVmjr2ToOnct"",""recadxxNtxYBRcXoF"",""recfg7KBXSsFRs5OG"",""recpbxTH0H6HiZAb4"",""rec0eC9tkHVUPQM4X"",""rechq858VFK70jfth"",""recuTtst59Dh6PeAj"",""recHYSCJbQLDpGlca"",""recxzHBSi6Na4xJJW"",""recQxZbSnOZJVMJO2"",""recSj1FiMa2A2Smdx"",""recgL2JVrj2b65Hia"",""recH68OCuhFPeMr2B"",""recIsUv30H9Ds1U62"",""rechjfVLyVIDgwtje"",""recsE55wLh0RhREom"",""recxDHRuo0JcxZPoh"",""recsUBTjpz2clZtzE"",""rec2BmpVVr2gmDJqm"",""recQQBIwt8bQjWdNj"",""reckHqmsWYH4fqN0G"",""recFECh4QiZRXJLKH"",""recKWSOFVl80VzWHT"",""recr9XH1I9vZp4Cri"",""recWHPK3glgbUaP8C"",""recOpZVeUggCbKFVm"",""recPJrXMznU6ueDjw"",""recN4ld87nTqi48e3"",""recv3fkDVwmTJJT5P"",""recAMpnGkf2leRhJw"",""recQp0q0N3te117tD"",""recVibhu3LnYRAiJH"",""recHJhUcq6lptHBIM"",""recJtJYFCiwZDUiGb"",""recJ7Mx3qpsWUmu2O"",""recM0erFtUgK9W5qt"",""recx6WZbuGpeyvVPT"",""recRzFfMv1JQiUGw2"",""reciFLTpXlX4nonuX"",""rec2fl1Bu3Qxmy36E"",""recS9FR2HiNjUvyzg"",""recodrjHze9Gt6PhB"",""rec3Ze0KlhNN9cVJr"",""rec3apbARNWsMuiOX"",""recdTNYorEwuYFsUd"",""reckNRwVH6gem8Weq"",""recMm43JUX97ooPvy"",""recM8RIkWPnqQlXgF"",""rec1Tltehr31qU0LU"",""rec3tQhoNoPCzxqXV"",""reccbKv7wnuJOZF4Z"",""recymy2T27aOLhanW"",""recFottSgTc7Jeflq"",""recUGZDPiyMI9TRoj"",""recnFVtsvSEWKCEhw"",""rec7dcevOc6k4SpMU"",""recjv9vanBUGNbo4t"",""recLnQiAtPb1hxWPd"",""recQRqylZCzmLigqS"",""recUECSM1Fh4uSv7j"",""recWv6cIfh4pw7QMX"",""recZChvxBDaWZklUv"",""reclRHt3ODGaauHj9"",""recW3fjRO2xo6u17s"",""recWycgyOZ6UmAG9C"",""recH8Hum6DKTPE5LO"",""recgnq2xp0RA02crF"",""reci5Vi9laX2TgvvF"",""recwVM2zO7Mf0ftdc"",""recDpVPLIODKEx72B"",""recFDOIhG3yMYXkWF"",""recC1GY5Juz1F3ms8"",""recWZF2z5qVimd8NR""]"
recQUj2aLvYphoRJm,2025-01-28T07:45:47.000Z,Air Quality Health Alerts,2025-01-28,Active,"[""rechqr3Zono6Xqmcq""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""reca2tTKgwMKRyhHT"",""recE3uw1AdUzQaE6Q"",""recFeKHhsgKyQeSro"",""recGfcRU0Ki7MP6aT"",""recRVG7dZpxtXBRYK"",""reczWYmAkpR56kPs7"",""reccJSNhusC2E9J56"",""recgBkxyx4IaoPBDN"",""recIIhWNuERnySUrh""]"
recQz0FAhvQh0GSIg,2025-01-28T07:45:30.000Z,Storm Surge Detection Systems,2025-01-28,Active,"[""recZlMwcic72dQQ2g""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recnbAP0Lzg0kjTq4""]"
recRdt6SKXz421d0L,2025-01-28T07:45:49.000Z,Crop Resilience Monitoring,2025-01-28,Active,"[""reczWby8ynKcMq1CD""]",V_01-28-2025-00-00-00,2025-01-28T07:45:49.000Z,
recRpYxzzn3QlYb9R,2025-01-28T07:45:39.000Z,Wetland Management Tools,2025-01-28,Active,"[""reciGjhvWmulaMj4S""]",V_01-28-2025-00-00-00,2025-01-29T15:29:00.000Z,
recRwhbD6PYXLXr8Y,2025-01-28T07:45:45.000Z,Precipitation Forecasting,2025-01-28,Active,"[""recxG8gMU2ifwGwIX""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recI81MkWoDhGGgUj"",""recEgfQPsIUW3qkLq""]"
recS33WJiLeudOY9T,2025-01-28T07:45:52.000Z,Vulnerable Population Support Systems,2025-01-28,Active,"[""recsKvsr32KNM9vvq""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""reck3FW8cgOns51sr"",""recXQgcXsp6UJaPnc""]"
recSA0wiGBiOEceub,2025-01-28T07:45:56.000Z,Adaptation Planning Software,2025-01-28,Active,"[""reczirxn83VMd6Ynt""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""rec4JwURLWmdJ7IWc"",""recSWB6lNU7bpf1KY"",""recGHqQbnUP8QXvFp"",""recEO5NfzpJHGyVIn"",""recSNjGzlqBcaq0Kq"",""recLkWO6bf9WSAOs5"",""reco25bXFXVpz0xJM"",""recM3s4syDQFtwaEG"",""reclE8QGEVWQATn51"",""recuUzJsPxdJzQ7mH"",""reccQgGxSHvZDQGYw"",""recdCArfotIavAWGo"",""recwOMzuA2tjTHF4l"",""recG1iz9EDJyo7PlA"",""reclBYoypveufWZrC"",""rec9oNrdvHlVoZLoR"",""recwUktFiw15gXoQh"",""recNc5RX6nmajZ1BK"",""recQFbSLDKQBA5Puz"",""recpFKGfJUBgz11wJ"",""rec9wRGuqe3wgmvDS"",""recVriEY6I15K7GKF"",""recHXBM118svCRT20"",""recQfnatjnj0EZxgG"",""reczical959rJJCXu""]"
recSBQKKTEnFIXFri,2025-01-28T07:45:56.000Z,Infrastructure Planning Software,2025-01-28,Active,"[""reczirxn83VMd6Ynt""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recAhRZ4K2jAt6puF"",""rec0X0TObvEa8uBQP"",""recokMSQ636Hr1EKW"",""recclJ3fcbWXJFEYv"",""recZgmrtXKHuZTtCM"",""reckwvIvLaW9VsYt6"",""recDII2rPOl3HCYqw"",""recmK3CpRjPfs6njk"",""recexpmMKjDtZt2jR"",""recUZ3CJbL8H1Cm0L"",""rec4rY5IBY5jEeOiE""]"
recSTCTDKDzkbPQMB,2025-01-28T07:45:31.000Z,Stormwater Management Solutions,2025-01-28,Active,"[""recW69WCUlbIveX6W""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recRTQ10hre4279Pm"",""recBlFuVKlyJciINE""]"
recShb5XfHPkTFypC,2025-01-28T07:45:43.000Z,Treatment System Resilience,2025-01-28,Active,"[""recxG8gMU2ifwGwIX""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recf0kc9UrGuy8OsL""]"
recSjVpBwPbJSTdRY,2025-01-28T07:45:40.000Z,Coastal Ecosystem Tracking,2025-01-28,Active,"[""reciGjhvWmulaMj4S""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recQGAJ0brnDPVrwX""]"
recTFLyLanVIKIb6n,2025-01-28T07:46:01.000Z,Livelihood Protection Systems,2025-01-28,Active,"[""recL0YYzJkzLRAX9A""]",V_01-28-2025-00-00-00,2025-01-28T07:46:01.000Z,
recU6ffbToYx4F1US,2025-01-28T07:45:57.000Z,Resilience Investment Planning,2025-01-28,Active,"[""reczirxn83VMd6Ynt""]",V_01-28-2025-00-00-00,2025-01-28T07:45:57.000Z,
recUDoLvQ9jHOJg0x,2025-01-28T07:45:30.000Z,Avalanche Detection Systems,2025-01-28,Active,"[""recZlMwcic72dQQ2g""]",V_01-28-2025-00-00-00,2025-01-28T07:45:30.000Z,
recUJ6jApb5YtOHWo,2025-01-28T07:45:57.000Z,Effectiveness Assessment,2025-01-28,Active,"[""reczirxn83VMd6Ynt""]",V_01-28-2025-00-00-00,2025-01-28T07:45:57.000Z,
recUR7jWcCKUzEvVH,2025-01-28T07:45:59.000Z,Supply Chain Resilience Tools,2025-01-28,Active,"[""recL0YYzJkzLRAX9A""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recGhfHT3uTWmIroV"",""recWfssHCfGgFD4XV"",""rec8cYmau4RTFn0l6"",""recrQljjgpKK4XtJ5"",""recJ2F3BKQHpfmA9n"",""recxZRxFIVYu6bbTm"",""rec2GEWoKffcgk0Az"",""recHzRFdtj56JSChf"",""recRqScp3FLG6ZRhK""]"
recUTeV4QXa9pIUNC,2025-01-28T07:45:44.000Z,Watershed Protection Tools,2025-01-28,Active,"[""recxG8gMU2ifwGwIX""]",V_01-28-2025-00-00-00,2025-01-28T07:45:44.000Z,
recUVcQw48oLFLqvl,2025-01-28T07:46:02.000Z,Trade Flow Monitoring,2025-01-28,Active,"[""recL0YYzJkzLRAX9A""]",V_01-28-2025-00-00-00,2025-01-28T07:46:02.000Z,
recUgxqUikiFmQhUQ,2025-01-28T07:46:01.000Z,Economic Diversification Tools,2025-01-28,Active,"[""recL0YYzJkzLRAX9A""]",V_01-28-2025-00-00-00,2025-01-28T07:46:01.000Z,
recUrANIhkTekrKtU,2025-01-28T07:45:41.000Z,Invasive Species Tracking,2025-01-28,Active,"[""reciGjhvWmulaMj4S""]",V_01-28-2025-00-00-00,2025-01-28T07:45:41.000Z,
recV0O3DSpZ3X4IP5,2025-01-28T07:45:48.000Z,Mental Health Support Systems,2025-01-28,Active,"[""rechqr3Zono6Xqmcq""]",V_01-28-2025-00-00-00,2025-01-28T07:45:48.000Z,
recV1Ft0osjOqoZwv,2025-01-28T07:45:49.000Z,Water-Efficient Irrigation,2025-01-28,Active,"[""reczWby8ynKcMq1CD""]",V_01-28-2025-00-00-00,2025-01-28T07:45:49.000Z,
recW3FIItQoNf1BdV,2025-01-28T07:45:58.000Z,Policy Analysis Platforms,2025-01-28,Active,"[""reczirxn83VMd6Ynt""]",V_01-28-2025-00-00-00,2025-01-28T07:45:58.000Z,
recWXFdTucdpUHVMX,2025-01-28T07:45:42.000Z,Drainage Management Systems,2025-01-28,Active,"[""recxG8gMU2ifwGwIX""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recb8OHdgskkYMQdt"",""recSeTNJynzvBbG8x"",""recmEjNQjIjKyAWrB"",""recfUZPfklzYu1E7j"",""recfPAjeLOGLgwkew"",""recADED2l7ynb5dkR"",""recMnIROg3ZZXg1As""]"
recWov30EpbgkzPBl,2025-01-28T07:45:58.000Z,Risk Visualization Systems,2025-01-28,Active,"[""reczirxn83VMd6Ynt""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""rectnLaWY0h4KPlAl"",""reckUfnOdhKUOwo4c"",""recwgqJXIz5Z9PD2m"",""recOGbFYfeb1o2ASI""]"
recXBWQ24uOmcek8E,2025-01-28T07:45:46.000Z,Climate-Health Impact Assessment,2025-01-28,Active,"[""rechqr3Zono6Xqmcq""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""reccVmonhvHlHd9XB""]"
recXCFsu4B7Eilbkw,2025-01-28T07:45:44.000Z,Aquifer Recharge Monitoring,2025-01-28,Active,"[""recxG8gMU2ifwGwIX""]",V_01-28-2025-00-00-00,2025-01-28T07:45:44.000Z,
recXH1IPUUhQTqQrV,2025-01-28T07:46:01.000Z,Market Adaptation Tracking,2025-01-28,Active,"[""recL0YYzJkzLRAX9A""]",V_01-28-2025-00-00-00,2025-01-28T07:46:01.000Z,
recXcYlvGPrhVxlju,2025-01-28T07:45:41.000Z,Wildlife Corridor Monitoring,2025-01-28,Active,"[""reciGjhvWmulaMj4S""]",V_01-28-2025-00-00-00,2025-01-28T07:45:41.000Z,
recYjt9u3e2U7gdtD,2025-01-28T07:45:51.000Z,Distribution Network Management,2025-01-28,Active,"[""reczWby8ynKcMq1CD""]",V_01-28-2025-00-00-00,2025-01-28T07:45:51.000Z,
recZfvhnM8kI6fL4f,2025-01-28T07:45:57.000Z,Capacity Assessment Systems,2025-01-28,Active,"[""reczirxn83VMd6Ynt""]",V_01-28-2025-00-00-00,2025-01-28T07:45:57.000Z,
reca49mtI7eOv4uYZ,2025-01-28T07:45:40.000Z,Permeable Surface Management,2025-01-28,Active,"[""reciGjhvWmulaMj4S""]",V_01-28-2025-00-00-00,2025-01-28T07:45:40.000Z,
recaYD5EJpQqNeFXn,2025-01-28T07:45:55.000Z,Cultural Heritage Protection,2025-01-28,Active,"[""recsKvsr32KNM9vvq""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""rec9uLtd6Y00Zn1Yd""]"
